pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
r1Gpf4wsiZ,4-20200812105147002,4,20200812T105147,66184,4-20200812105147002,20200812T105147,20220812T105147,7,Sfilab06,1941074,4-20200812105147002
r1Gpf4wsiZ,4-20200812104621675,4,20200812T104621,66183,4-20200812104621675,20200812T104621,20220812T104621,7,Sfilab06,1465675,4-20200812104621675
r1Gpf4wsiZ,4-20200812104138650,4,20200812T104138,66182,4-20200812104138650,20200812T104138,20220812T104138,7,Sfilab06,1353375,4-20200812104138650
r1Gpf4wsiZ,4-20200812103621466,4,20200812T103621,66181,4-20200812103621466,20200812T103621,20220812T103621,7,Sfilab06,1055916,4-20200812103621466
r1Gpf4wsiZ,4-20200812103101279,4,20200812T103101,66180,4-20200812103101279,20200812T103101,20220812T103101,6,Sfilab06,985971,4-20200812103101279
r1Gpf4wsiZ,4-20200812102621121,4,20200812T102621,66179,4-20200812102621120,20200812T102621,20220812T102621,7,Sfilab06,1187024,4-20200812102621121
r1Gpf4wsiZ,4-20200812102051927,4,20200812T102051,66178,4-20200812102051927,20200812T102051,20220812T102051,7,Sfilab06,1570224,4-20200812102051927
r1Gpf4wsiZ,4-20200812101604975,4,20200812T101604,66177,4-20200812101604975,20200812T101604,20220812T101604,7,Sfilab06,1111474,4-20200812101604975
r1Gpf4wsiZ,4-20200812101046578,4,20200812T101046,66176,4-20200812101046577,20200812T101046,20220812T101046,6,Sfilab06,969429,4-20200812101046578
r1Gpf4wsiZ,4-20200812100606417,4,20200812T100606,66175,4-20200812100606417,20200812T100606,20220812T100606,6,Sfilab06,733306,4-20200812100606417
r1Gpf4wsiZ,4-20200812100040227,4,20200812T100040,66174,4-20200812100040227,20200812T100040,20220812T100040,6,Sfilab06,829309,4-20200812100040227
r1Gpf4wsiZ,4-20200812095550061,4,20200812T095550,66173,4-20200812095550061,20200812T095550,20220812T095550,7,Sfilab06,1571445,4-20200812095550061
r1Gpf4wsiZ,4-20200812095016561,4,20200812T095016,66172,4-20200812095016561,20200812T095016,20220812T095016,6,Sfilab06,828198,4-20200812095016561
r1Gpf4wsiZ,4-20200812094538708,4,20200812T094538,66171,4-20200812094538708,20200812T094538,20220812T094538,6,Sfilab06,899842,4-20200812094538708
r1Gpf4wsiZ,4-20200812094008520,4,20200812T094008,66170,4-20200812094008520,20200812T094008,20220812T094008,7,Sfilab06,1116662,4-20200812094008520
r1Gpf4wsiZ,4-20200812093528353,4,20200812T093528,66169,4-20200812093528353,20200812T093528,20220812T093528,6,Sfilab06,735905,4-20200812093528353
r1Gpf4wsiZ,4-20200812092959158,4,20200812T092959,66168,4-20200812092959158,20200812T092959,20220812T092959,7,Sfilab06,1248728,4-20200812092959158
r1Gpf4wsiZ,4-20200812092520005,4,20200812T092520,66167,4-20200812092520005,20200812T092520,20220812T092520,7,Sfilab06,2155608,4-20200812092520005
r1Gpf4wsiZ,4-20200812091953362,4,20200812T091953,66166,4-20200812091953361,20200812T091953,20220812T091953,6,Sfilab06,920745,4-20200812091953362
r1Gpf4wsiZ,4-20200812091500635,4,20200812T091500,66165,4-20200812091500634,20200812T091500,20220812T091500,7,Sfilab06,2099077,4-20200812091500635
r1Gpf4wsiZ,4-20200812091009470,4,20200812T091009,66164,4-20200812091009469,20200812T091009,20220812T091009,6,Sfilab06,698303,4-20200812091009470
r1Gpf4wsiZ,4-20200812090435276,4,20200812T090435,66163,4-20200812090435275,20200812T090435,20220812T090435,6,Sfilab06,935649,4-20200812090435276
r1Gpf4wsiZ,4-20200812085959121,4,20200812T085959,66162,4-20200812085959121,20200812T085959,20220812T085959,7,Sfilab06,1963273,4-20200812085959121
r1Gpf4wsiZ,4-20200812085431929,4,20200812T085431,66161,4-20200812085431929,20200812T085431,20220812T085431,7,Sfilab06,1878262,4-20200812085431929
r1Gpf4wsiZ,4-20200812084948766,4,20200812T084948,66160,4-20200812084948766,20200812T084948,20220812T084948,7,Sfilab06,2352249,4-20200812084948766
r1Gpf4wsiZ,4-20200812084429589,4,20200812T084429,66159,4-20200812084429587,20200812T084429,20220812T084429,7,Sfilab06,1314527,4-20200812084429589
r1Gpf4wsiZ,4-20200812083941419,4,20200812T083941,66158,4-20200812083941419,20200812T083941,20220812T083941,7,Sfilab06,1264288,4-20200812083941419
r1Gpf4wsiZ,4-20200812083419226,4,20200812T083419,66157,4-20200812083419226,20200812T083419,20220812T083419,7,Sfilab06,2244553,4-20200812083419226
r1Gpf4wsiZ,4-20200812083015271,4,20200812T083015,66156,4-20200812083015270,20200812T083015,20220812T083015,7,Sfilab06,1937695,4-20200812083015271
r1Gpf4wsiZ,4-20200812082934049,4,20200812T082934,66155,4-20200812082934049,20200812T082934,20220812T082934,7,Sfilab06,1937695,4-20200812082934049
r1Gpf4wsiZ,4-20200812082359877,4,20200812T082359,66154,4-20200812082359877,20200812T082359,20220812T082359,7,Sfilab06,1602306,4-20200812082359877
r1Gpf4wsiZ,4-20200812081924713,4,20200812T081924,66153,4-20200812081924712,20200812T081924,20220812T081924,7,Sfilab06,1409761,4-20200812081924713
r1Gpf4wsiZ,4-20200812081405529,4,20200812T081405,66152,4-20200812081405529,20200812T081405,20220812T081405,7,Sfilab06,1609635,4-20200812081405529
r1Gpf4wsiZ,4-20200812080916020,4,20200812T080916,66151,4-20200812080916019,20200812T080916,20220812T080916,7,Sfilab06,1663327,4-20200812080916020
r1Gpf4wsiZ,4-20200812080349170,4,20200812T080349,66150,4-20200812080349170,20200812T080349,20220812T080349,7,Sfilab06,1819041,4-20200812080349170
r1Gpf4wsiZ,4-20200812075904987,4,20200812T075904,66149,4-20200812075904987,20200812T075904,20220812T075904,7,Sfilab06,1498501,4-20200812075904987
r1Gpf4wsiZ,4-20200812075338816,4,20200812T075338,66148,4-20200812075338815,20200812T075338,20220812T075338,7,Sfilab06,2038306,4-20200812075338816
r1Gpf4wsiZ,4-20200812074854659,4,20200812T074854,66147,4-20200812074854659,20200812T074854,20220812T074854,7,Sfilab06,1410471,4-20200812074854659
r1Gpf4wsiZ,4-20200812074329462,4,20200812T074329,66146,4-20200812074329462,20200812T074329,20220812T074329,7,Sfilab06,1360739,4-20200812074329462
r1Gpf4wsiZ,4-20200812073837292,4,20200812T073837,66145,4-20200812073837292,20200812T073837,20220812T073837,7,Sfilab06,1134077,4-20200812073837292
r1Gpf4wsiZ,4-20200812073303652,4,20200812T073303,66144,4-20200812073303651,20200812T073303,20220812T073303,7,Sfilab06,2124291,4-20200812073303652
r1Gpf4wsiZ,4-20200812072823841,4,20200812T072823,66143,4-20200812072823840,20200812T072823,20220812T072823,7,Sfilab06,2077711,4-20200812072823841
r1Gpf4wsiZ,4-20200812072332437,4,20200812T072332,66142,4-20200812072332436,20200812T072332,20220812T072332,7,Sfilab06,2208697,4-20200812072332437
r1Gpf4wsiZ,4-20200812071759027,4,20200812T071759,66141,4-20200812071759027,20200812T071759,20220812T071759,7,Sfilab06,1444819,4-20200812071759027
r1Gpf4wsiZ,4-20200812071320419,4,20200812T071320,66140,4-20200812071320419,20200812T071320,20220812T071320,7,Sfilab06,1635387,4-20200812071320419
r1Gpf4wsiZ,4-20200812070805478,4,20200812T070805,66139,4-20200812070805478,20200812T070805,20220812T070805,7,Sfilab06,1462484,4-20200812070805478
r1Gpf4wsiZ,4-20200812070316067,4,20200812T070316,66138,4-20200812070316067,20200812T070316,20220812T070316,7,Sfilab06,1485199,4-20200812070316067
r1Gpf4wsiZ,4-20200812065754882,4,20200812T065754,66137,4-20200812065754882,20200812T065754,20220812T065754,7,Sfilab06,2059859,4-20200812065754882
r1Gpf4wsiZ,4-20200812065301711,4,20200812T065301,66136,4-20200812065301711,20200812T065301,20220812T065301,7,Sfilab06,2335449,4-20200812065301711
r1Gpf4wsiZ,4-20200812064739350,4,20200812T064739,66135,4-20200812064739349,20200812T064739,20220812T064739,7,Sfilab06,2087713,4-20200812064739350
r1Gpf4wsiZ,4-20200812064254364,4,20200812T064254,66134,4-20200812064254363,20200812T064254,20220812T064254,7,Sfilab06,2257973,4-20200812064254364
r1Gpf4wsiZ,4-20200812063730830,4,20200812T063730,66133,4-20200812063730830,20200812T063730,20220812T063730,7,Sfilab06,1930922,4-20200812063730830
r1Gpf4wsiZ,4-20200812063247824,4,20200812T063247,66132,4-20200812063247823,20200812T063247,20220812T063247,7,Sfilab06,1985063,4-20200812063247824
r1Gpf4wsiZ,4-20200812062722827,4,20200812T062722,66131,4-20200812062722827,20200812T062722,20220812T062722,7,Sfilab06,2525012,4-20200812062722827
r1Gpf4wsiZ,4-20200812062240665,4,20200812T062240,66130,4-20200812062240665,20200812T062240,20220812T062240,7,Sfilab06,1337614,4-20200812062240665
r1Gpf4wsiZ,4-20200812061720477,4,20200812T061720,66129,4-20200812061720476,20200812T061720,20220812T061720,7,Sfilab06,2017261,4-20200812061720477
r1Gpf4wsiZ,4-20200812061235283,4,20200812T061235,66128,4-20200812061235282,20200812T061235,20220812T061235,7,Sfilab06,1998145,4-20200812061235283
